question,answer
"QUESTION: <p>Does the concept of isomorphism also not apply here? Since &#34;twisting&#34; the graph would make the first and second cycle graph the same... In general, if they ask you to count something, then we assume that we don&#39;t use any isomorphism?</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkedxgblvppr1vj%2F874dfd3145f37a20ba3ff3a1ce332584b8319e0b611adf6fdbb3301a17b67bc4%2Fimage.png"" alt=""image.pngNaN"" width=""851"" height=""543"" /></p>
","ANSWER: Correct, do not assume any isomorphism
"
"QUESTION: I remember the professor had talked about how questions are ordered increasingly more difficult on the midterms. I was wondering if that was the same for the final exam, where the questions are supposedly ordered from least to most difficult. 
","ANSWER: &#34;difficulty&#34; is subjective, thus making this question challenging to accurately answer. The ordering of problems should be relatively similar to what you saw on the previous midterms.
"
"QUESTION: Can CC, SCC, indp set, clique all be seen as a subgraph and a set of vertice simultaneously? 
","ANSWER: sure
"
"QUESTION: <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkxaroeu1gmk2e6%2F49fbe4b361be255a42b6846f21029c39e9fdf72ae5c3f9649fb17fbee76b9b32%2FScreen_Shot_2023-04-27_at_2.44.06_PM.png"" alt=""Screen_Shot_2023-04-27_at_2.44.06_PM.pngNaN"" />
","ANSWER: <p>This only works for $$P_4$$. You should try drawing it out and seeing the bijection. If $$P_4$$ is the graph $$V = \{v_1, v_2, v_3, v_4\}$$ and $$E = \{(v_1, v_2), (v_2, v_3), (v_3, v_4)\}$$, then the complement is the graph with vertex set $$V' = \{v_1, v_2, v_3, v_4\}$$ and edges $$E' = \{(v_1, v_3), (v_1, v_4), (v_2, v_4)\}$$.</p>
<p></p>
<p>The bijection $$\phi: V \mapsto V'$$ is defined by $$\phi(v_1) = v_2$$, $$\phi(v_2) = v_4$$, $$\phi(v_3) = v_1$$ and $$\phi(v_4) = v_3$$</p>
"
"QUESTION: <p>In a tree $$G=(V,E)$$ (undirected), adding one more edge will result in a cycle, by the minimally acyclic property (and hopefully we don&#39;t have to prove this on the final...?). Following this logic, do we know that with each edge we add, the number of cycles in $$G$$ will increase by exactly 1? If so, do we have to prove it, and how might we approach this proof?</p>
<p></p>
<p>Related, if a connected undirected graph with $$n$$ vertices has exactly $$k$$ cycles, does such a graph have exactly $$k$$ extra edges compared to its spanning tree?</p>
<p></p>
<p>This question is inspired by Final Review Q11 for reference</p>
","ANSWER: <p>It is NOT true that with each edge we add, the number of cycles in $$G$$ will increase by exactly 1. Take, for example, $$G = (V, E)$$ with $$V = \{v_1, v_2, v_3, v_4\}$$ and $$E = \{(v_1, v_2), (v_2, v_3), (v_3, v_4)$$. This graph is a tree with zero cycles. Adding the edge $$(v_4, v_1)$$ creates a single cycle. However, if we were to add another edge (while still including $$(v_4, v_1)$$), say $$(v_1, v_3)$$, then the resulting graph has $$3$$ cycles.</p>
<p></p>
<p>It follows that the answer to your &#34;related&#34; question is no.</p>
"
"QUESTION: <p>on the final practice questions 20b, we get to the claim where there is a path from r to u and then another path from u to s. </p>
<p></p>
<p>i&#39;m confused about needing to prove that this results in a <strong>path </strong>from r to s:</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flcslq4hc8982lu%2Fd3d55473c9eaff25015203487911cd8c26294ee9472d47a7ec8a0c969e9f313f%2Fimage.png"" alt=""image.png"" /></p>
<p></p>
<p>can&#39;t we just say that if we know there is a path from r to u and then another path from u to s, then we know there is a walk from r to s that includes u. and if there exists a walk, there also exists a path from r to s that includes u? </p>
","ANSWER: How do we know that the path obtained from the walk still contains $$u$$?
"
"QUESTION: title
","ANSWER: Yea
"
"QUESTION: <p>For any tree if we add one edge between any two existing vertices the resulting graph is not<br />bipartite.</p>
<p></p>
<p>- I am a bit confused about this phrasing. Is this the same as for any tree adding an edge between EVERY any two existing vertices at the same time?</p>
<p></p>
<p>- or is it just when this edge is added separately in different scenarios/</p>
<p></p>
<p>- Also, can we choose which edge is added. For eg could I give a particular example of a tree where I add an edge and it remains bipartite to disprove the claim? (or should the statement hold for any selection of vertices?)</p>
","ANSWER: <p>This claim is saying that if you start with a tree, no matter which edge you add to it (so long as it does not already exist), the resulting graph will be not bipartite.</p>
<p></p>
<p>To prove this, you would need to show that for ANY edge you add to the tree, the graph will not be bipartite. Thus, you cannot just give a single example of an edge.</p>
"
"QUESTION: <p>In the proof on the solutions, it says:</p>
<p></p>
<p>\\</p>
<div>
<div>With this we can say that the graph must<br />have an even number of vertices because there are only odd degree vertices.</div>
<div>\\</div>
</div>
<div></div>
<div>What is the broader logic behind this?</div>
","ANSWER: $$\sum_{v \in V} \deg(v) = 2|E|$$. This tells us that the sum of the degrees of the vertices must be an even number. If there were an odd number of vertices, then $$\sum_{v \in V} \deg(v)$$ would be odd (the sum of and odd amount of odd numbers is odd), but that&#39;s a contradiction.
"
"QUESTION: <div>
<div>
<div>
<p>For arbitrary n ≥ 2, give an example of a set X and a function g : X → [1..n] that is not</p>
<p>injective and moreover | Ran(g)| = n − 1.</p>
</div>
</div>
</div>
<p></p>
<p>The answer is</p>
<div>
<div>
<div>
<p>DefineX=[1..n]andforeach1 ≤ k ≤ n define</p>
</div>
</div>
<div>
<div>
<p>g(k) =</p>
</div>
<div>
<p>k if 1 ≤ k ≤ n − 1 n−1 if k=n.</p>
<p></p>
</div>
</div>
<p>--</p>
<p></p>
</div>
<p>Are we able to say that the range of the answer is n - 1 because the nth term is not getting mapped to. Does this mean that range is how many values in the codomain are getting mapped to? Not just how many values are in the codomain? Thanks!</p>
<div>
<div>
<p></p>
</div>
</div>
","ANSWER: The range is the set of values in the codomain that are being mapped to. That is, for a function $$g: X \mapsto Y$$, we have $$y \in Ran(g)$$ if $$\exists x \in X$$ such that $$g(x) = y$$. And we see that $$Ran(g) \subseteq Y$$. 
"
"QUESTION: may we refer to well-ordering principle as WOP?
","ANSWER: Of course!
"
"QUESTION: Do we get to bring a formula sheet to the final?
","ANSWER: no
"
"QUESTION: Title
","ANSWER: they are on canvas under Files
"
"QUESTION: <p>Just to make sure, SCC is irrelevant to whether the vertice is &#34;disconnected&#34; like we count CC&#39;s in connected graphs right? So these two both have 2 SCCs?</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkedxgblvppr1vj%2F6b0a7e7c709d8cf732c3d13b8a05178d322afaace21b05982b865f43b7957db5%2Fimage.png"" alt=""image.png"" width=""143"" height=""109"" />.  <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkedxgblvppr1vj%2F70a8b8ed520795f97dd4194ae9e8210b42928550da25aa332fe9f4f142c2f1fd%2Fimage.png"" alt=""image.png"" width=""131"" height=""109"" /></p>
","ANSWER: correct. both of these have 2 sccs
"
"QUESTION: If we say vertices u and v connected, then does this mean that there is some path from u to v? Is it okay to say directly connected, neighboring, or adjacent interchangeably when we want to say that there is an edge between u and v?
","ANSWER: yes to the first question. For the second question, you should use &#34;neighboring&#34; or &#34;adjacent&#34;
"
"QUESTION: How can the P4 and its comlement be isomorphisms of each other? P4 has a vertex of degree one (first or last vertex of path), but complement of P4 has no vertices of degree one, so I can&#39;t see how the two are isomorphisms.
","ANSWER: <p>Check out @1552, but if you want to see the drawing here is a color-coded $$P_4$$.</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fjlcs8t1do4r4ou%2Fa6f1d03352418fba12d959aff2124c14c6340c65892a0e4c2513da5452828f5c%2Fimage.png"" alt=""image.png"" width=""273"" height=""92"" /></p>
<p></p>
<p>Now consider $$\overline{P_4}$$</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fjlcs8t1do4r4ou%2F08b7d167ea2b1004cbde649661d5d1fb19d0416f34a34e0d0b5de7ed01f7e60c%2Fimage.png"" alt=""image.png"" width=""274"" height=""85"" /></p>
<p></p>
<p>We can rearrange the vertices like so to see it is isomorphic.</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fjlcs8t1do4r4ou%2Fb1dcaa7f617c31314876229edec2db54b155ba339d1581633cf85bbde4513475%2Fimage.png"" alt=""image.png"" width=""271"" height=""62"" /></p>
"
"QUESTION: <p>if a vertex in a digraph has outdegree 1, can its 1 edge be directed towards itself?</p>
<p></p>
<p>also, if a vertex has 1 directed edge pointing to itself, would it be considered neither a source nor a sink?</p>
","ANSWER: Such a vertex-edge combination would be called a “self loop”, and such a vertex is neither a source nor a sink
"
"QUESTION: Why does $$K_n$$ have $$\binom{n\left(n-1\right)}{2}$$ edges? Why is it not $$n\choose 2$$ instead?<img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flcslyhhojpq2v4%2F54e2f12281e3333394cb327544d7c307b745520ddc04473fb2ebcb734185051c%2FScreen_Shot_2023-04-29_at_6.26.01_PM.png"" alt=""Screen_Shot_2023-04-29_at_6.26.01_PM.pngNaN"" />
","ANSWER: That’s a fraction (\frac) in the answer, not a “choose”
"
"QUESTION: Where can we find the recordings for the review sessions held this past week?
","ANSWER: Canvas &gt; class recordings
"
"QUESTION: Where are the links to all the review session recordings?
","ANSWER: Canvas &gt; class recordings
"
"QUESTION: depending on order of examination?
","ANSWER: yes
"
"QUESTION: I might just be drawing a blank, but how do we count the number of subgraphs in a graph given n vertices, or is this not something that we can immediately do.
","ANSWER: uhhh this is not something that is super easy to calculate, because the standard counting procedure would be to count how many vertex sets we could have (which would be $$2^n$$), but determining the number of subgraphs for a particular subset of vertices is kinda hard. If you want a really trivial bound, we could say that the number of subgraphs is $$\leq 2^n \cdot 2^m$$ for an n-vertex graph with m-edges. But this is not super useful.
"
"QUESTION: <p>hi, just to check, what are the answers to these 2 questions since it wasn&#39;t covered in lecture: </p>
<p>1.</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flcslq4hc8982lu%2F7c4be6b3be441339637a1cecd0f5122cd25d2347c96c3e574898872857cd5231%2Fimage.png"" alt=""image.png"" /></p>
<p>2.</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flcslq4hc8982lu%2F031421db0d22a2949fcdd7370b52a238e796828f4140535679e8354dd2512542%2Fimage.png"" alt=""image.pngNaN"" /></p>
","ANSWER: for 1, something like @1626 would be fine where you provide a coloring and justify why it is bipartite. For 2, the answer is 4.
"
"QUESTION: 
","ANSWER: Correct, they do not
"
"QUESTION: <p>Checking if an alternative approach works</p>
<p>- prove that a friendly cant duel another friendly</p>
<p>- hence all friendly has only one edge and that edge is to a feisty </p>
<p>- so sum of edges from feisty to friendly = number of friendly</p>
<p></p>
<p>- hence, asfoc, each feisty duels max 2 friendly. max edges = 2(l/2 - 1)</p>
<p>- max friendly nodes = l - 2</p>
<p>contradiction and friendly = l</p>
<p></p>
","ANSWER: seems fine
"
"QUESTION: <p>In lecture on 3/23, we counted number of paths of length 2 in a $$K_n$$ graph. The steps are as shown below. However, I couldn&#39;t get how $$n\cdot {n-1\choose 2}$$ gave $$\frac{n^2(n-1)}{2}$$(bottom of screenshot) instead of $$\frac{n(n-1)(n-2)}{2}$$. </p>
<p></p>
<p>More over, as a test I tried to find number of paths of length 2 in $$K_3$$ (which clearly is 3), and $$3\cdot {3-1\choose 2}=\frac{3(3-1)(3-2)}{2} = 3$$ but $$\frac{3^2(3-1)}{2} = 9\neq 3$$. Therefore, I wanted to check is this was indeed an error or if I&#39;m missing something. </p>
<p></p>
<p>In addition, would it also be valid if we first chose the 2 vertices for path endpoints and then chose the intermediate vertices from the rest of $$n-2$$ vertices? (yielding $${n\choose 2}\cdot (n-2)$$ for length $$k=2$$)<img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flcslyhhojpq2v4%2Fdaa163ec387393905cae59636c13cdbeb481924a1b96dca1cf90f1571fe98ac8%2FScreen_Shot_2023-04-30_at_12.12.16_PM.png"" alt=""Screen_Shot_2023-04-30_at_12.12.16_PM.pngNaN"" /></p>
","ANSWER: <p>The math is just a bit wrong. $$n \cdot \binom{n-1}{2}$$ simplifies to $$\frac{n(n-1)(n-2)}{2}$$.</p>
<p></p>
<p>Yes to the second question.</p>
"
