question,answer
"QUESTION: <p>Hi! Could someone help me understand how we justify concluding the bolded portion below? This is from problem 2, recitation 10. Thanks! </p>
<p></p>
<p><em>Thus, there must be n|A| edges from A to NG(A). We also know that each column in NG(A) has at most n edges back to A, meaning that there are at most n|NG(A)| edges from NG(A) to A. <strong>This means that n|A| ≤ n|NG(A)|</strong>.</em></p>
","ANSWER: <p>We&#39;re basically counting the number of edges that &#34;leave&#34; $$A$$ and enter $$N_G(A)$$. We first conclude that there must be $$n|A|$$ edges from $$A$$ to $$N_G(A)$$, but that can be upper bounded by the second sentence by shifting our focus to $$N_G(A)$$ and seeing that there are at most $$n|N_G(A)|$$ edges from $$N_G(A)$$ to $$A$$. Note that there must be the same amount of edges going from $$A$$ to $$N_G(A)$$ as there are going from $$N_G(A)$$ to $$A$$ (in fact, they are the same edges). Since we have <strong>at most</strong> that many edges, we have an upper bound, so composing the two results together, we get $$n|A| \leq n|N_G(A)|$$</p>
"
"QUESTION: <md>resolved</md>
","ANSWER: <p>resolved</p>
"
"QUESTION: <md>could you define/explain what the n bound is in the following inequality?
",
"My understanding of $$n > 2k > 0$$ is that there are a positive number of rows and TAs.</md>
","ANSWER: That is a fine understanding, but the inequality also indicates that there are more TAs than there are TAs that a single TA is willing to sit with
"
"QUESTION: <p>In Q4, the question states that every variety of cereal states good with &#34;some(possibly distinct) positive types of milk in T&#34;. Does this mean that each cereal tastes good with a distinct number of types of milk, or that it is possible, but may not always be the case (i.e. two cereals can taste good with the same number of types of milk)?</p>
","ANSWER: The latter
"
"QUESTION: <p>Could you please explain why R6 is not reflexive and R5 is?  </p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkt0cz590wc77nm%2Fb369e9da125e024de209b8fae35a8f964fc0720761d80a51e0ebf29ce29f13ee%2FScreenshot_2022-11-27_at_6.12.41_PM.png"" alt=""Screenshot_2022-11-27_at_6.12.41_PM.png"" width=""377"" height=""106"" /></p>
","ANSWER: <p>$$\frac{0}{0}$$ is undefined, so that means that we <strong>do not have </strong>$$0 \mid 0$$, therefore, $$(0, 0) \notin R_6$$, so it is not reflexive. </p>
<p></p>
<p>Since $$0 \notin \mathbb{Z^+}$$, we do not run into this issue with $$R_5$$.</p>
"
"QUESTION: <p>for 2b, is it possible that there exists some x in A that doesn&#39;t have a relation in relation R and relation R is still symmetric. For example for the set {a,b,c} is a possible relation R {(b,b),(c,c)} be a valid relation on A that is symmetric and antisymmetric.</p>
","ANSWER: <p>This is something you should think about. Take a look at the lecture notes as I think they are a great source in answering your question (particularly the end of 11T).</p>
"
"QUESTION: Do you mean that they can seat themselves in k rows on that they need more than k rows to seat themselves?
","ANSWER: <p>They can seat themselves in <strong>at least </strong>$$k$$ rows. Note that <span style=""text-decoration:underline"">&#34;exactly&#34;</span> $$k$$ rows qualifies as being &#34;at least&#34; $$k$$. </p>
"
"QUESTION: <p>Are vertices in a set excluded from the neighbors of the set?</p>
<p></p>
<p></p>
<p></p>
","ANSWER: <p>I guess this depends. Like if your graph had vertices $$u$$ and $$v$$, and the only edge in the graph was $$u - v$$, then for set $$S = \{u, v\}$$, we have $$N(S) = \{u, v\}$$, and so $$u \in N(S)$$ and $$v \in N(S)$$</p>
<p></p>
<p>But if the graph was just two isolated vertices $$u$$ and $$v$$, then for $$S = \{u, v\}$$, we have $$N(S) = \emptyset$$. And here we have $$u, v \notin N(S)$$</p>
"
"QUESTION: <p>In order to show for all subset S of X, in the context for Hall&#39;s Thm, which would be the correct terminology in proofs:</p>
<p></p>
<p>&#34;For an arbitrary but particular subset S of X&#34;</p>
<p></p>
<p>Or </p>
<p></p>
<p>&#34;For all subset S of X&#34;</p>
","ANSWER: <p>Both are fine, but they depend on what the remainder of the proof looks like. If what you are proving depends on the arbitrary-ness of $$S$$, then use the first one. But if what you prove works for all subsets, then the latter is fine.</p>
"
"QUESTION: <p>I was wondering if a counterexample is enough of a proof for question 2, part (c)? This question was asking if a union of two equivalence relations is an equivalence relation itself. </p>
","ANSWER: <p>A counterexample suffices to disprove a statement.</p>
"
"QUESTION: <p>1. Do all n friends need to date someone?</p>
<p>2. Can someone date themself?</p>
","ANSWER: <p>1. this is something we&#39;d like you to think about.</p>
<p>2. yeah</p>
"
"QUESTION: <p>If aRb and b = a is it true that bRb? </p>
","ANSWER: <p>yeah</p>
"
"QUESTION: <p>Can you have a relation on an empty set? If so, is this relation always reflexive?</p>
","ANSWER: <p>@1672</p>
"
"QUESTION: <p>Are we still using antisymmetric and symmetric for 2c and 2d for R</p>
","ANSWER: No
"
"QUESTION: <p>Will the answer $$1+\sum_{i=1}^{n-1}\frac{n}{n-i}$$ be considered closed form?</p>
","ANSWER: <p>no, but see the clarification in @1683</p>
"
"QUESTION: <md>I'm a bit confused about the $$|X| \leq |N(X)|$$ condition.
",
"Say we have a graph with $$R$$ and $$G$$ of equal size which has a perfect matching -- if we consider $$R \cup G$$ itself, wouldn't $$|N(R \cup G)| = 0$$? If so, then $$|R \cup G| > |N(R \cup G)|$$, so the condition would never be true, and the claim would be impossible to prove. Is there something I'm missing?
",
"Thanks!</md>
","ANSWER: <p>It is not true that $$|N(R \cup G)| = 0$$. See the discussion in @1689</p>
"
"QUESTION: <p>does this mean that the last office hours is on wednesday of next week?</p>
","ANSWER: <p>not entirely sure what the OH schedule will look like in the coming weeks, but I&#39;m sure there will be some OH sessions in between the final homework being due and the final exam.</p>
"
"QUESTION: <p>Is the R in parts 2c and 2d also symmetric and antisymmetric?</p>
","ANSWER: <p>@1696</p>
"
"QUESTION: <p>Do TAs only like one kind of cereal, or do they like multiple kinds of cereal?</p>
","ANSWER: <p>they can like multiple kinds of cereal</p>
"
"QUESTION: <p>Do we have a concrete definition for what a neighborhood is specifically? Is it just a set of the number of neighbors adjacent to a vertex?</p>
","ANSWER: <p>does @1689 help?</p>
"
"QUESTION: <p>Greetings. Will the esteemed Professor Rajiv arrive after $$k$$ minutes have passed or at the beginning of the $$kth$$ minute, in the context of the problem of course. </p>
","ANSWER: <p>g&#39;day.</p>
<p></p>
<p>The esteemed Professor Rajiv Gandhi will arrive after the $$k$$th minute has passed.</p>
"
"QUESTION: <p>Do we have to include vacuously true truths for elements (x,y) that are not contained within the intersection of the two sets but are present in R and S exclusively or can we just work with the elements known to be in the intersection of R and S?</p>
","ANSWER: <p>this is something we&#39;d like you to think about (or maybe I should say &#34;have thought about&#34; seeing as I&#39;m replying a bit late oops sorry)</p>
"
"QUESTION: <p>Is there a chance both TAs solve the problem in the same turn? And if so is that a tie?</p>
","ANSWER: <p>Yes and yes.</p>
"
"QUESTION: <p>Are we allow to assume that if A is a subset of B, B is a subset of C, then A is a subset of C?</p>
","ANSWER: <p>sure</p>
"
"QUESTION: <p>Do we need to define a sample space in Q1a?</p>
","ANSWER: <p>you should always define a sample space unless mentioned otherwise. so yes.</p>
"
"QUESTION: <p>Is it okay to use open form, with a summation bounded at n, for question 1a, for our solution or are we expected to mention the harmonic series aspect?</p>
","ANSWER: Open form is fine for 1a
"
"QUESTION: <p>How do you write the o thing in between f and g in overleaf?</p>
","ANSWER: I think it’s \circ
"
"QUESTION: Just wondering when the lecture notes would be uploaded. Thanks!
","ANSWER: <p>they up</p>
"
"QUESTION: <p>What is the probability mass distribution?</p>
","ANSWER: <p>see some examples in Lecture 9H. It is also denoted as the PMF.</p>
"
"QUESTION: <p>Are we meant to just give an example of sample sets X and Y and sample functions f and g for this problem (that satisfy the conditions)?</p>
","ANSWER: <p>yep</p>
"
"QUESTION: <p>Should our answer to q1 be in terms of |A|?</p>
","ANSWER: <p>It can be in terms of $$|A|$$</p>
"
"QUESTION: <p>In question 3, it says that Rajiv places the k pawns only on Row 0 but what if k (the number of pawns) is greater than n (the length of the row)? Then would some pawns be placed on other rows in the grid or is k bounded by n?</p>
","ANSWER: <p>You can assume that you can always fit $$k$$ pawns on each row. That is, it is not necessarily true that each pawn will occupy one square. So there could be many pawns on a single square, but they will always all fit on the row.</p>
"
"QUESTION: <p>When the problem says that Rajiv removes all pawns from either X or Y does that mean that he only removes all of the pawns from one of the two sets or does he remove all of the pawns in both sets?</p>
","ANSWER: <p>He removes all of the pawns from exactly one of those sets.</p>
"
"QUESTION: <p>I&#39;m a bit confused about the definition of a Ramsey number; how can a complete graph be 2-colored? If every vertex has an edge from every other vertex, for say the example of R(3,3)&lt;=6, I don&#39;t see how it&#39;s possible for that graph to be 2-colored.</p>
","ANSWER: <p>Here, the term &#34;coloring&#34; just means that we are assigning colors to the edges without the constraint of edges incident to the same vertex having different colors. So the Ramsey number is saying if $$R(k, l) = n$$, then for <strong>any</strong> assignment of colors (either red or blue) to the edges of the complete graph on $$n$$ vertices, you can find a red clique of size $$k$$ or a blue clique of size $$l$$.</p>
"
"QUESTION: <p>Hello, </p>
<p>I&#39;m looking over lecture notes to prepare for the final and I have a question about one of the examples. In lecture 10h, there is an example problem calculating the variance of the hat problem we did in lecture 9h. When we are calculating the variance, the problem calculates $$E[X^{2}]$$ as follows:</p>
<p>$$E[X^{2}]= \sum_{i=1}^{n} E[X_{i}^{2}] + 2 \sum_{i<j}E[X_iX_j]$$</p>
<p>Where $$X_{i}$$ is if the ith person gets their hat back. I&#39;m wondering why we split the one variable i into 2, i and j. Where does the second summation term come from? Thank you </p>
","ANSWER: <p>We defined indicators in such a way that $$X = X_1 + X_2 + ... + X_n$$. So $$\mathbb{E}[X^2] = \mathbb{E}[(X_1 + X_2 + ... + X_n)^2] = \mathbb{E}[(X_1 + X_2 + ... + X_n)(X_1 + X_2 + ... + X_n)] $$</p>
<p></p>
<p>Multiply the two expressions to get: </p>
<p>$$\mathbb{E}[X_1X_1 + X_1X_2 + ... + X_1X_n + X_2X_1 + X_2X_2 + .... + X_2X_n + ... + X_nX_1 + X_nX_2 + ... + X_nX_n]$$</p>
<p></p>
<p>We&#39;ll &#34;group together&#34; terms of the form $$X_iX_i$$, so we have:</p>
<p></p>
<p>$$\mathbb{E}[X_1X_1 + X_2X_2 + ... + X_nX_n + X_1X_2 + X_1X_3 + ... + X_nX_{n-1}]$$ (just rearranging the terms in a friendly way here).</p>
<p></p>
<p>Use LOE: </p>
<p>$$\mathbb{E}[X_1X_1] + \mathbb{E}[X_2X_2] + ... + \mathbb{E}[X_nX_n] + \mathbb{E}[X_1X_2] + \mathbb{E}[X_1X_3] + ... + \mathbb{E}[X_nX_{n-1}]$$</p>
<p></p>
<p>The first $$n$$ terms can be grouped into one summation, and the last terms will have their own summation:</p>
<p></p>
<p>$$\sum_{i=1}^n \mathbb{E}[X_iX_i] + \sum_{i \neq j, 1 \leq i, j \leq n} \mathbb{E}[X_iX_j]$$.</p>
<p></p>
<p>Finally, we can just rewrite some terms to match the expression:</p>
<p></p>
<p>$$\sum_{i=1}^n \mathbb{E}[X_i^2] + 2 \sum_{i < j} \mathbb{E}[X_iX_j]$$. Note that the bounds of $$i$$ and $$j$$ are held implicitly in the second summation.</p>
<p></p>
<p></p>
"
"QUESTION: <p>What&#39;s the difference between probability mass distribution and probability mass function?</p>
","ANSWER: <p>same thing</p>
"
"QUESTION: <p>Can we assume that n &gt; 8? </p>
","ANSWER: <p>no</p>
"
"QUESTION: Can one square have more than one pawn?
","ANSWER: <p>ye</p>
"
"QUESTION: Is there a range for n (i.e. n &gt; 2)?
","ANSWER: <p>$$n \geq 2$$</p>
"
"QUESTION: <p>Is there a restriction on the random variable X being non negative like that in Markov&#39;s</p>
","ANSWER: <p>nope!</p>
"
"QUESTION: <p>In the T/F, it says G has max degree of delta. Then chromatic number of G = delta &#43; 1</p>
<p>How is this different from the lecture lemma &#34;graph with maximum degree at most k is k&#43;1 colorable&#34;?</p>
<p></p>
<p>Here delta = k: max degree delta is within the bounds of &#34;at most k&#34;, so wouldn&#39;t that make the graph delta&#43;1 colorable? Thank you!</p>
","ANSWER: <p>The chromatic number refers to the <strong>minimum </strong>number of colors needed to color the graph. So while a graph with maximum degree $$\Delta$$ is $$\Delta + 1$$ colorable, there are some graphs with max degree $$\Delta$$ that can be colored in less than $$\Delta + 1$$ colors.</p>
<p></p>
<p>The discussion in @1497 may be of interest</p>
"
"QUESTION: <p>Are the solutions for the second exam up? I couldn&#39;t find it in canvas modules or cis160 exam tab.</p>
","ANSWER: <p>they are linked in @1723</p>
"
"QUESTION: <p>Are the functions we need to come up with supposed to be actual mathematical functions like $$x^2-1$$ or would writing sets of mappings suffice like $$f=\{ (1, 2), (3, 4)\}$$ ?</p>
","ANSWER: <p>a set of mappings suffices</p>
"
"QUESTION: <md>Can we assume that n > 2, and if not, can we provide our answer as a piecewise function?</md>
","ANSWER: <p>You cannot assume that $$n > 2$$. Piecewise is fine.</p>
"
